Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6be7ayAisA8dldqvjrAgBn,"1Fr6agZ6iSM5Ynn2k4C8sc","Sober","Sober","VÉRITÉ",2015-09-24,235939,24,spotify:user:,2022-03-22T14:40:29Z,"alt z,brooklyn indie,dark pop,electropop,indie poptimism,metropopolis,nyc pop,vapor pop",0.608,0.587,0,-8.234,1,0.0843,0.351,0.0326,0.162,0.552,89.976,4
3fc83acpdWrjLYE3wYgpHO,"7wFDo161xYdeaiLz3KIHoM","Learn To Fly","Learn To Fly","Gallant",2015-05-27,163250,22,spotify:user:,2022-03-22T14:40:29Z,"alternative r&b",0.363,0.358,1,-11.055,0,0.0415,0.789,0.000175,0.116,0.176,124.041,4
6lctV3jrO0GLxXZtZIekzh,"5JYReWgOGu4JKm5pqmACqG","Ring of Fire","Ring of Fire","Devon Baldwin",2016-02-25,169670,20,spotify:user:,2022-03-22T14:40:29Z,"indie electropop",0.35,0.448,4,-11.108,0,0.0464,0.561,0.00159,0.101,0.205,108.215,4
3wAW1vIrWxUmJajU9tl0AP,"75dQReiBOHN37fQgWQrIAJ","Ultralight Beam","Spotify Singles","Local Natives",2016-11-16,175629,28,spotify:user:,2022-03-22T14:40:29Z,"chamber pop,indie rock,la indie,modern rock,shimmer pop,stomp and holler",0.469,0.0994,3,-12.503,1,0.0538,0.94,0,0.0764,0.209,73.581,3
5GAUvLFIl3Dn4AaPOTkxIx,"5WcA4NKAuR5fPBiyfN8Reh","Are You That Somebody","Are You That Somebody","Lynn Olsen",2016-07-06,219030,20,spotify:user:,2022-03-22T14:40:29Z,"",0.562,0.382,2,-11.197,0,0.0619,0.619,0.000136,0.0892,0.04,127.225,4
28GvsSMbKm5zmaB6j7DJII,"4PLsMEk2DCRVlVL2a9aZAv","Digital Witness","Digital Witness","SOAK",2015-06-23,200809,11,spotify:user:,2022-03-22T14:40:29Z,"derry indie,irish singer-songwriter",0.542,0.436,5,-9.412,1,0.0305,0.812,0,0.0933,0.234,113.978,4
5mOmBubZnYIy9EgMZFlDlZ,"4njdEjTnLfcGImKZu1iSrz","I'm On Fire - From Fifty Shades Of Grey Soundtrack","Fifty Shades Of Grey - Original Motion Picture Soundtrack","AWOLNATION",2015-02-06,154360,47,spotify:user:,2022-03-22T14:40:29Z,"la indie,modern alternative rock,modern rock,rock,stomp pop",0.438,0.379,9,-13.802,1,0.0293,0.795,0.922,0.119,0.165,159.064,4
1JPgqiQrBREyuJTnbL7ON0,"7aW0i5ASfG998fHzkNDniL","How Deep is Your Love","Undercover Bros.","The Bros. Landreth",2017-10-13,248590,34,spotify:user:,2022-03-22T14:40:29Z,"canadian folk",0.858,0.16,7,-12.982,0,0.0532,0.8,0.00000608,0.0901,0.574,110.078,4
3s5HZY2OntlppCPeWQfzp0,"3LRldYGJpCAQT5cZKQyi7o","Tainted Love","Rebox","Hannah Peel",2010-02-08,149250,35,spotify:user:,2022-03-22T14:40:29Z,"chamber psych,folktronica,spectra",0.681,0.213,5,-11.954,1,0.0512,0.945,0.00000692,0.323,0.458,120.818,4
2u6IAPdDmvp3RPbrGdDX8U,"6UcJxoeHWWWyT5HZP064om","No Diggity","Thinking In Textures","Chet Faker",2012-01-03,221533,52,spotify:user:,2022-03-22T14:40:29Z,"art pop,indietronica",0.574,0.765,2,-4.797,0,0.227,0.68,0.00105,0.116,0.471,160.071,4
4YTNDJoBIWs9MewmZ8l9JE,"1WVGbBnzZ5WLZ2PfesIHik","Wild World","Wild World","Cassandra Jenkins",2015-03-10,231517,17,spotify:user:,2022-03-22T14:40:29Z,"countrygaze",0.499,0.304,2,-12.136,1,0.0334,0.238,0.00102,0.162,0.141,119.452,4
7bBeoRnZCjrCvyaXadbDnJ,"4DsqMBB1CcYRrccjTV8rxB","Bills, Bills, Bills","Covers","Masquer",2012-11-02,249866,17,spotify:user:,2022-03-22T14:40:29Z,"",0.525,0.703,2,-4.288,0,0.0371,0.207,0.00000834,0.128,0.225,96.096,4
6OwDUCgzQOIVcjHA5PBb15,"0bdfiayQAKewqEvaU6rXCv","Say You'll Be There","Say You'll Be There","MØ",2014-02-21,233413,34,spotify:user:,2022-03-22T14:40:29Z,"dance pop,danish pop,electropop,pop dance",0.635,0.467,9,-7.047,1,0.0297,0.626,0,0.118,0.405,99.978,4
3YYwrOdeMEvmHBWHJ0TmB6,"163tK9Wjr9P9DmM0AVK7lm","Swingin Party","Tennis Court","Lorde",2013-01-01,222362,47,spotify:user:,2022-03-22T14:40:29Z,"art pop,metropopolis,nz pop,pop",0.337,0.245,10,-13.442,1,0.0384,0.92,0.0000256,0.119,0.107,107.472,4
3SVWx5xHN26hzjzrgQIqFT,"4YksGBCsBc8cPbQPyHDefV","Hey Hey, My My","Textures","Fjord",2016-09-16,243066,27,spotify:user:,2022-03-22T14:40:29Z,"vapor pop",0.53,0.775,8,-6.33,0,0.0347,0.552,0.242,0.0856,0.193,135.943,4
0dz9cFDDSyj2VFqzXkzmx1,"05jcn5u3ZDqfA1QfdKx2Y8","She's Not There - (The Zombies cover)","France","Owlle",2014-10-28,175626,8,spotify:user:,2022-03-22T14:40:29Z,"electro-pop francais",0.412,0.494,0,-9.187,1,0.0319,0.686,0.00596,0.123,0.0372,114.888,4
4svjRFLes5Y31vfd8b8qet,"1TTfuOdEtj8lin2zR4OWmP,39vA9YljbnOApXKniLWBZv","Don't Dream It's Over","Don't Dream It's Over / Everything Is Free","Flock of Dimes,Sylvan Esso",2015-11-27,203498,33,spotify:user:,2022-03-22T14:40:29Z,"baltimore indie,art pop,chamber pop,etherpop,indie pop,indie rock,indietronica,shimmer pop",0.443,0.637,3,-7.479,1,0.0638,0.0361,0.00516,0.056,0.486,82.475,4
4cRPXadQRylHEWmQJ02fIc,"7hgRzsQGjlm1zifNoigyB9,6ueGR6SWhUJfvEhqkvMsVs","No Surprises (feat. Janelle Monáe)","OK Lady","Roman GianArthur,Janelle Monáe",2017-03-02,244173,28,spotify:user:,2022-03-22T14:40:29Z,"afrofuturism,alternative r&b,atl hip hop,neo soul,r&b",0.642,0.675,5,-8.19,1,0.107,0.258,0.335,0.11,0.265,82.513,4
7FfEsloIP1kSFqkZL7922N,"6hrOM3yfx3SEtARzDWMikb","Hey Ya","Hey Ya","DENM",2017-02-10,224436,31,spotify:user:,2022-03-22T14:40:29Z,"reggae rock",0.451,0.414,4,-6.717,0,0.0309,0.872,0,0.16,0.137,134.627,3
2WwzQJt4hG7YC6x16ZTYFM,"7EQ0qTo7fWT7DPxmxtSYEc","What Would You Do","All This Bad Blood","Bastille",2013-01-01,183333,45,spotify:user:,2022-03-22T14:40:29Z,"metropopolis,modern rock,pop",0.581,0.732,0,-6.024,1,0.0417,0.382,0.00254,0.385,0.36,89.994,4
5xkEkPxG9GkoxxcacT2cXW,"2OkyMqAoaxpBa9QUrJdlOL","Fade into You","Listen, Judas / Fade into You","Sara Rachele",2014-11-04,348455,29,spotify:user:,2022-03-22T14:40:29Z,"",0.404,0.529,9,-7.956,1,0.0279,0.11,0.544,0.0779,0.131,139.73,3
495y8T4aLlEqQ5bbD6howh,"5cKlE8f6b26h61Ml7m052Q","Dreams","Dreams","Haley Reinhart",2019-05-10,239621,33,spotify:user:,2022-03-22T14:40:29Z,"idol",0.454,0.568,0,-6.066,1,0.0317,0.0241,0.0000521,0.11,0.13,110.047,4
7FxWJX9m6V4d9lYZ5vogqW,"3KwmxIhSe9UTSEF37kwngR","Starboy - Recorded at Spotify Studios NYC","Spotify Singles","SHAED",2016-12-07,211173,30,spotify:user:,2022-03-22T14:40:29Z,"electropop",0.437,0.799,8,-6.535,1,0.353,0.0535,0.00000155,0.233,0.388,94.04,4
5bVXmsElBv3xtPsoLJ1Mj0,"3IaqL9bsZtYJkqNLiovVho","Brand New Colony","Brand New Colony","Handsome Ghost",2017-01-06,184000,20,spotify:user:,2022-03-22T14:40:29Z,"hopebeat,indie poptimism,nyc pop",0.45,0.658,3,-7.877,1,0.0887,0.524,0.000028,0.13,0.418,169.67,4
03WFAhoOVLmynaOBtZcyl7,"6nFBonVf7Lqaj05R0v5VGJ","The Tourist","Follow Me Down","Sarah Jarosz",2011-01-01,292013,24,spotify:user:,2022-03-22T14:40:29Z,"folk,indie folk,new americana,progressive bluegrass",0.341,0.299,4,-7.191,1,0.0284,0.781,0.0000786,0.104,0.125,82.486,3
