Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4u2b3QdJ6FkyaaTK0TrRQR,"2d5lQo9YQ1DkAsBKTRp7Iu","Every Breath You Take","Karen Souza Essentials","Karen Souza",2007,167653,59,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"bossa nova cover,coverchill,jazz cover",0.774,0.422,0,-9.942,1,0.0324,0.392,0,0.202,0.457,119.997,4
5JagoCyaJWBriQfGdhTAVs,"4DpQLwz0jhUU7wuT9phTlD","Stand by Me","Stand by Me","Sarah Menescal",2021-08-13,186425,52,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"bossa nova cover,coverchill",0.789,0.355,10,-10.381,1,0.0484,0.839,0.428,0.0995,0.51,109.991,4
1VYvWpbuOfXKSm4jpuJblj,"19fFXKAVON44FeIBScDl9j","I Love You","I Love You","George White Group",2022-09-23,188446,54,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.591,0.549,0,-12.11,1,0.038,0.198,0.00148,0.0925,0.507,159.95,4
5rnAlOCVFg2S9xlFxejfXD,"7675AXKo73FqKM9RDrGbf7","Dangerous Woman","Dangerous Woman","Nenei",2021-05-14,221000,48,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.641,0.624,6,-10.116,1,0.0552,0.109,0.0000673,0.116,0.589,171.925,4
5BxPC0hfPuUEq2vruFZLFh,"4DpQLwz0jhUU7wuT9phTlD","Don't Speak","The Voice of the New Bossa Nova","Sarah Menescal",2014-06-21,249173,58,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"bossa nova cover,coverchill",0.716,0.288,9,-13.142,0,0.0316,0.895,0,0.126,0.58,130.122,4
4hnucYZP1gngUdkjM2sxrF,"3tFvFDca4inwWMY5vupFbX,7675AXKo73FqKM9RDrGbf7","What a Difference a Day Makes","What a Difference a Day Makes","The Cooltrane Quartet,Nenei",2023-04-21,205000,52,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.743,0.399,0,-11.324,1,0.0653,0.668,0.000256,0.0942,0.307,88.024,4
0wtSOxnaPIv9i4aC7Vt6eO,"4ktjqLotjs95qQfTLLmc25,3YjZTHCdNUGCIAMMXzcQjV","Lazy","Lazy","Groovy Waters,Scubba",2024-05-10,162250,52,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.83,0.621,5,-9.481,0,0.0318,0.344,0.124,0.137,0.795,126.036,4
4wQ29rogBxh643UZhKIENw,"6TSXGApP0Fwfc6MzoPphil,506zjFvbbNJcjxY260lHDC,4BoBwZFmzlSepZqWiok2Z9","I've Been Losing You","I've Been Losing You","Os Alquimistas,Luca Giacco,Anakelly",2019-09-13,192000,42,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,bossa nova cover",0.897,0.328,9,-14.341,0,0.0466,0.355,0.00119,0.0914,0.888,113.987,4
5TIOvTjDDejF4siWjay83G,"4gus7u7NSeJ3OGIhOnNgIr","Suspicious Minds","Suspicious Minds","Ituana",2023-03-17,181707,56,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.749,0.483,9,-11.075,1,0.0459,0.115,0.0239,0.0759,0.514,116.028,4
40P6KhmSwI3d5UpsFOGOTK,"7675AXKo73FqKM9RDrGbf7","Cherry","New Sensations","Nenei",2023-07-21,146928,54,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.504,0.608,9,-11.352,1,0.0598,0.0182,0.00196,0.175,0.153,91.334,4
